Project Proponent,Agent,"Significantly Involved Person(s), Description of involvement",Project Name,Project ID,Method,Method URL,Method Type,Estimation or measurement approach or model,Project Description,Project activities,"Project suppressors, if applicable",Date Project Registered,Crediting period start date,Crediting period end date,Project location,Project location (postcode),"Project Area(s), where the project is an area based offsets project",Project Mapping File URL,Carbon Estimation Area mapping file URL,Supplementary project information,Model start date(s),"If the area-based project is covered by a regional natural resource management plan, is it consistent with that plan?",Joint Implementation project,Is the project area or project areas subject to a Carbon Maintenance Obligation (CMO)?,Conditional upon all regulatory approvals being obtained,Conditional upon the written consent of relevant interest holders,"Nominated Permanence Period, if applicable","Start date of permanence period, if applicable","Finish date of permanence period, if applicable",Contracted on,Contract ID,ACCUs Total units issued,KACCUs Total units issued,KACCUs Units Issued in Financial Year 2012/13,KACCUs Units Issued in Financial Year 2013/14,KACCUs Units Issued in Financial Year 2014/15,KACCUs Units Issued in Financial Year 2015/16,KACCUs Units Issued in Financial Year 2016/17,KACCUs Units Issued in Financial Year 2017/18,KACCUs Units Issued in Financial Year 2018/19,KACCUs Units Issued in Financial Year 2019/20,KACCUs Units Issued in Financial Year 2020/21,KACCUs Units Issued in Financial Year 2021/22,KACCUs Units Issued in Financial Year 2022/23,KACCUs Units Issued in Financial Year 2023/24,KACCUs Units Issued in Financial Year 2024/25,KACCUs Units Issued in Financial Year 2025/26,Name of person/s to whom the KACCUs issued,Total Number of KACCUs units relinquished,NKACCUs Total units issued,NKACCUs Units Issued in Financial Year 2012/13,NKACCUs Units Issued in Financial Year 2013/14,NKACCUs Units Issued in Financial Year 2014/15,NKACCUs Units Issued in Financial Year 2015/16,NKACCUs Units Issued in Financial Year 2016/17,NKACCUs Units Issued in Financial Year 2017/18,NKACCUs Units Issued in Financial Year 2018/19,NKACCUs Units Issued in Financial Year 2019/20,NKACCUs Units Issued in Financial Year 2020/21,NKACCUs Units Issued in Financial Year 2021/22,NKACCUs Units Issued in Financial Year 2022/23,NKACCUs Units Issued in Financial Year 2023/24,NKACCUs Units Issued in Financial Year 2024/25,NKACCUs Units Issued in Financial Year 2025/26,Name of person/s to whom the NKACCUs issued,Total Number of NKACCUs units relinquished,Enforceable undertaking URLs related to this project,Enforceable undertakings related to this project,Notes,Project revoked
Aaron Biskaps; Sunshine Biskaps,n/a,n/a,Seneca Hills Forestry Project,ERF188443,Carbon Credits (Carbon Farming Initiative-Plantation Forestry) Methodology Determination 2022,https://www.legislation.gov.au/Details/F2022L00047,Vegetation,n/a,This project sequesters carbon by establishing and maintaining a new plantation forest for commercial harvesting of wood products.,Establishment of a new plantation forest,n/a,25/10/2023,31/12/2023,30/12/2048,Queensland,4343,"249/CPCA31876
 
The project is in the Lockyer Valley local government area.",https://cer.gov.au/sites/default/files/projectFiles/ERF188443.kml,n/a,n/a,n/a,Yes,No,There is no carbon maintenance obligation on this project area,No,No,25,n/a,n/a,n/a,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0,n/a,n/a,n/a,No
Douglas Roy Wilson,n/a,n/a,Sullivan's Gap Reforestation Project,ERF188453,Carbon Credits (Carbon Farming Initiative) (Reforestation by Environmental or Mallee Plantings-FullCAM) Methodology Determination 2014 (Compilation No. 2),https://www.legislation.gov.au/Details/F2018C00118,Vegetation,n/a,This project establishes permanent plantings of a mix of native tree species on land that was predominantly used for agricultural purposes for at least five years prior to project commencement. The tree species are native to the local area.,Permanent mixed-species environmental planting,n/a,24/01/2024,24/01/2024,23/01/2049,New South Wales,2550,"7/DP1186547
 
The project is in the Bega Valley local government area.",https://cer.gov.au/sites/default/files/projectFiles/ERF188453.kml,n/a,n/a,n/a,Yes,No,There is no carbon maintenance obligation on this project area,No,No,25,n/a,n/a,n/a,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0,n/a,n/a,n/a,No
The Trust Company (Australia) Limited as the Trustee for Tasmanian Forest Operating Sub Trust,n/a,n/a,Thornbill 2023 Project,ERF188477,Carbon Credits (Carbon Farming Initiative-Plantation Forestry) Methodology Determination 2022,https://www.legislation.gov.au/Details/F2022L00047,Vegetation,n/a,This project sequesters carbon by converting an existing short rotation plantation forest to a long rotation plantation forest for commercial harvesting of wood products.,Conversion from a short-rotation to long-rotation plantation forest,n/a,16/10/2024,16/10/2024,15/10/2049,Tasmania,"7120, 7252, 7260, 7261, 7303, 7304, 7307, 7321, 7325","102013/2, 142204/1, 142529/1, 144941/1, 147401/2, 164460/1, 198515/1, 203804/1, 203806/1, 204052/1, 210482/1, 210528/1, 211302/1, 211733/1, 213034/1, 218245/1, 220543/1, 225728/1, 234475/1, 236439/1, 236584/1, 246194/1, 247835/1, 95301/1
 
The project is in the Burnie, Dorset, Latrobe (Tas.), Launceston, Meander Valley, Southern Midlands, Waratah-Wynyard local government areas.",https://cer.gov.au/sites/default/files/projectFiles/ERF188477.kml,n/a,n/a,n/a,Yes,No,There is no carbon maintenance obligation on this project area,No,No,25,n/a,n/a,n/a,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0,n/a,n/a,n/a,No
Capital Property Corporation Pty Ltd as the trustee for Juandah Aggregation Trust,ELDERS RURAL SERVICES AUSTRALIA LIMITED,n/a,Juandah Plains MMV Soil Carbon Project,ERF188495,Carbon Credits (Carbon Farming Initiative-Estimation of Soil Organic Carbon Sequestration using Measurement and Models) Methodology Determination 2021,https://www.legislation.gov.au/Details/F2021L01696,Agriculture,n/a,This project increases carbon in soil in the agricultural system by using legume species in cropping or pasture systems.,Applying nutrients to the land in the form of a synthetic or non-synthetic fertiliser to address a material deficiency; Re-establishing or rejuvenating a pasture by seeding or pasture cropping; Using legume species in cropping or pasture systems,n/a,20/12/2024,20/12/2024,19/12/2049,Queensland,4419,"3/FT343
 
The project is in the Western Downs local government area.",https://cer.gov.au/sites/default/files/projectFiles/ERF188495.kml,n/a,n/a,n/a,Yes,No,There is no carbon maintenance obligation on this project area,No,Yes,25,n/a,n/a,n/a,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0,n/a,n/a,n/a,No
OUTBACK CARBON PTY LTD,n/a,n/a,Devon Carbon Project,ERF188559,Carbon Credits (Carbon Farming Initiative-Plantation Forestry) Methodology Determination 2022,https://www.legislation.gov.au/Details/F2022L00047,Vegetation,FullCAM 2016,This project sequesters carbon by establishing and maintaining a new plantation forest for commercial harvesting of wood products.,Establishment of a new plantation forest,n/a,19/12/2023,1/04/2024,31/03/2049,Western Australia,6532,"10081/D207192/1542/780, 10703/D209512/1542/779, 10717/D207192/1591/721, 10753/D210161/1911/285, 9331/D156038/1318/18, 9347/D156089/1316/344, 9366/D156089/2120/157

The project is in the Chapman Valley local government area.",https://cer.gov.au/sites/default/files/projectFiles/ERF188559.kml,https://cer.gov.au/sites/default/files/projectFiles/ERF188559_CEA.zip,n/a,26/07/2024,Yes,No,There is no carbon maintenance obligation on this project area,No,No,25,23/01/2026,22/01/2051,n/a,n/a,2346,2346,0,0,0,0,0,0,0,0,0,0,0,0,0,2346,OUTBACK CARBON PTY LTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0,n/a,n/a,26/05/2025 Variation to the project area - areas listed in the project have been removed,No
Sunshine Coast Regional Council,n/a,n/a,Blue Heart Sunshine Coast Blue Carbon Pilot Project,ERF188599,Carbon Credits (Carbon Farming Initiative-Tidal Restoration of Blue Carbon Ecosystems) Methodology Determination 2022,https://www.legislation.gov.au/Details/F2022L00046,Vegetation,n/a,This project removes or modifies one or more tidal restriction mechanisms to introduce tidal flows.,"Removing or modifying one or more tidal restriction mechanisms; Using, removing, modifying, installing or constructing one or more necessary infrastructures or drainage infrastructures",n/a,5/06/2024,5/06/2024,4/06/2049,Queensland,4561,"1/RP43727, 2/RP43727, 3/SP305309, 4/SP305309, 7/SP202950, 8/SP174663
 
The project is in the Sunshine Coast local government area.",https://cer.gov.au/sites/default/files/projectFiles/ERF188599.kml,n/a,n/a,n/a,Yes,No,There is no carbon maintenance obligation on this project area,No,No,100,n/a,n/a,n/a,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0,n/a,n/a,n/a,No
Warriup Carbon Pty Ltd as Trustee for Warriup Carbon Trust,n/a,n/a,Warriup Project,ERF188666,Carbon Credits (Carbon Farming Initiative-Plantation Forestry) Methodology Determination 2022,https://www.legislation.gov.au/Details/F2022L00047,Vegetation,FullCAM 2016,"This project sequesters carbon by transitioning a plantation forest to a permanent forest, in situations where that plantation is at risk of being converted to non-forested land.",Transitioning of existing plantation forest to a permanent planting,n/a,21/02/2024,21/02/2024,20/02/2049,Western Australia,6328,"3/P55660/2736/771, 4/P55660/2736/772
 
The project is in the Albany local government area.",https://cer.gov.au/sites/default/files/projectFiles/ERF188666.kml,https://cer.gov.au/sites/default/files/projectFiles/ERF188666_CEA.zip,n/a,1/12/2022,Yes,No,There is no carbon maintenance obligation on this project area,No,No,100,12/06/2025,11/06/2125,n/a,n/a,10288,10288,0,0,0,0,0,0,0,0,0,0,0,0,3519,6769,CARBON NEUTRAL PTY LTD; Warriup Carbon Pty Ltd as Trustee for Warriup Carbon Trust,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0,n/a,n/a,20/03/2025 Variation to participant name - from Carbon Neutral Pty Ltd to The Trustee for Warriup Carbon Trust.,No
Woodside Energy Carbon (Services) Pty Ltd,n/a,n/a,Woodside Native Reforestation Project - Phase 5,ERF188802,Carbon Credits (Carbon Farming Initiative) (Reforestation by Environmental or Mallee Plantings-FullCAM) Methodology Determination 2014 (Compilation No. 2),https://www.legislation.gov.au/Details/F2018C00118,Vegetation,n/a,This project establishes permanent plantings of a mix of native tree species on land that was predominantly used for agricultural purposes for at least five years prior to project commencement. The tree species are native to the local area.,Permanent mixed-species environmental planting,n/a,6/02/2024,30/09/2024,29/09/2049,Western Australia,"6000, 6044, 6253, 6423, 6509","14820/P229465/1964/810, 15/P037786/2564/935, 1587/P219070/2124/30, 256403/S485, 3/P8327/1367/998

The project is in the SHIRE OF DONNYBROOK-BALINGUP, SHIRE OF GINGIN, SHIRE OF MOUNT MARSHALL, SHIRE OF VICTORIA PLAINS, SHIRE OF WESTONIA local government areas.",https://cer.gov.au/sites/default/files/projectFiles/ERF188802.kml,n/a,n/a,n/a,Yes,No,There is no carbon maintenance obligation on this project area,No,No,100,n/a,n/a,n/a,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0,n/a,n/a,n/a,No
Capital Property Corporation Pty Ltd as the trustee for Juandah Aggregation Trust,ELDERS RURAL SERVICES AUSTRALIA LIMITED,n/a,Marama MMV Soil Carbon Project,ERF188827,Carbon Credits (Carbon Farming Initiative-Estimation of Soil Organic Carbon Sequestration using Measurement and Models) Methodology Determination 2021,https://www.legislation.gov.au/Details/F2021L01696,Agriculture,n/a,"This project increases carbon in soil in the agricultural system by applying nutrients to the land in the form of a synthetic or non-synthetic fertiliser to address a material deficiency, using legume species in cropping or pasture systems, and re-establishing or rejuvenating a pasture by seeding or pasture cropping.",Applying nutrients to the land in the form of a synthetic or non-synthetic fertiliser to address a material deficiency; Re-establishing or rejuvenating a pasture by seeding or pasture cropping; Using legume species in cropping or pasture systems,n/a,18/02/2025,18/02/2025,17/02/2050,Queensland,4419,"1/FT950
 
The project is in the Banana local government area.",https://cer.gov.au/sites/default/files/projectFiles/ERF188827.kml,n/a,n/a,n/a,Yes,No,There is no carbon maintenance obligation on this project area,No,No,25,n/a,n/a,n/a,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0,n/a,n/a,n/a,No
D. Trandos & Sons Pty Ltd as the trustees for D. Trandos & Sons Unit Trust,n/a,n/a,Trandos Regeneration Project,ERF188832,Carbon Credits (Carbon Farming Initiative) (Reforestation by Environmental or Mallee Plantings-FullCAM) Methodology Determination 2014 (Compilation No. 2),https://www.legislation.gov.au/Details/F2018C00118,Vegetation,n/a,This project establishes permanent plantings of a mix of native tree species on land that was predominantly cleared for at least five years prior to project commencement. The tree species are native to the local area.,Permanent mixed-species environmental planting,n/a,9/10/2023,1/06/2024,31/05/2049,Western Australia,6503,"202/P061865, 404/P071187
 
The project is in the Gingin local government area.",https://cer.gov.au/sites/default/files/projectFiles/ERF188832.kml,n/a,n/a,n/a,Yes,No,There is no carbon maintenance obligation on this project area,No,Yes,25,n/a,n/a,n/a,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0,n/a,n/a,n/a,No
Frontier Carbon Pty Ltd,n/a,n/a,Irish Corner Landscape Regeneration,ERF188855,Carbon Credits (Carbon Farming Initiative-Estimation of Soil Organic Carbon Sequestration using Measurement and Models) Methodology Determination 2021,https://www.legislation.gov.au/Details/F2021L01696,Agriculture,n/a,"This project increases carbon in soil in the agricultural system by applying nutrients to the land in the form of a synthetic or non-synthetic fertiliser to address a material deficiency, re-establishing or rejuvenating a pasture by seeding or pasture cropping, establishing, and permanently maintaining, a pasture where there was previously no or limited pasture, such as on cropland or fallow, altering the stocking rate, duration or intensity of grazing to promote soil vegetation cover or improve soil health, or both and modifying landscape or landform features to remediate land.","Altering the stocking rate, duration or intensity of grazing to promote soil vegetation cover or improve soil health, or both; Applying nutrients to the land in the form of a synthetic or non-synthetic fertiliser to address a material deficiency; Establishing, and permanently maintaining, a pasture where there was previously no or limited pasture, such as on cropland or fallow; Modifying landscape or landform features to remediate land; Re-establishing or rejuvenating a pasture by seeding or pasture cropping",n/a,28/10/2025,28/10/2025,27/10/2050,New South Wales,2575,"51/DP1253566
 
The project is in the Wingecarribee local government area.",https://cer.gov.au/sites/default/files/projectFiles/ERF188855.kml,n/a,n/a,n/a,Yes,No,There is no carbon maintenance obligation on this project area,No,Yes,25,n/a,n/a,n/a,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0,n/a,n/a,n/a,No
Charles John Massy,CARBON LINK OPERATIONS PTY LTD,n/a,Severn Park Soil Carbon Project,ERF189029,Carbon Credits (Carbon Farming Initiative-Estimation of Soil Organic Carbon Sequestration using Measurement and Models) Methodology Determination 2021,https://www.legislation.gov.au/Details/F2021L01696,Agriculture,n/a,"This project increases carbon in soil in the agricultural system by altering the stocking rate, duration or intensity of grazing (or any combination of such activities) to promote soil vegetation cover or improve soil health, or both.","Altering the stocking rate, duration or intensity of grazing to promote soil vegetation cover or improve soil health, or both",n/a,28/06/2024,28/06/2024,27/06/2049,New South Wales,2630,"1/DP1208079, 1/DP591358, 1/DP700172, 140/DP756731, 2/DP1208079, 2/DP304312, 2/DP591358, 27/DP756731, 28/DP756731, 3/DP1208079, 4/DP1208079, 5/DP1208081, 6/DP1208081, 60/DP756731, 65/DP756731
 
The project is in the Snowy River local government area.",https://cer.gov.au/sites/default/files/projectFiles/ERF189029.kml,n/a,n/a,n/a,Yes,No,There is no carbon maintenance obligation on this project area,No,Yes,100,n/a,n/a,n/a,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0,n/a,n/a,n/a,No
Ben Robilliard Pty Ltd ATF Ben Robilliard Family Trust,Climate Friendly Pty Ltd,n/a,Robbiliard Soil Carbon Project,ERF189047,Carbon Credits (Carbon Farming Initiative-Estimation of Soil Organic Carbon Sequestration using Measurement and Models) Methodology Determination 2021,https://www.legislation.gov.au/Details/F2021L01696,Agriculture,n/a,This project increases carbon in soil in the agricultural system by applying nutrients to the land in the form of a synthetic or non-synthetic fertiliser to address a material deficiency.,Applying nutrients to the land in the form of a synthetic or non-synthetic fertiliser to address a material deficiency,n/a,3/07/2024,3/07/2024,2/07/2049,New South Wales,2652,"1/DP1018201, 2/DP1018201, 4/DP1145654, 5/DP1145654
 
The project is in the Wagga Wagga local government area.",https://cer.gov.au/sites/default/files/projectFiles/ERF189047.kml,n/a,n/a,n/a,Yes,No,There is no carbon maintenance obligation on this project area,No,Yes,25,n/a,n/a,n/a,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0,n/a,n/a,n/a,No
HELMONT CARBON ABATEMENT PTY LTD,n/a,n/a,North Goonyella Coal Mine Waste Gas Electricity Generation Facility,ERF189110,Carbon Credits (Carbon Farming Initiative-Coal Mine Waste Gas) Methodology Determination 2015 (Compilation No. 3),https://www.legislation.gov.au/Details/F2021C01057,Industrial Fugitives,n/a,This project is a displacement electricity production project that is installing and operating electricity production devices to capture and combust the methane component of coal mine waste gas from the mine.,Install and operate a new electricity production device,n/a,26/03/2024,28/02/2025,27/02/2037,Queensland,4744,n/a,n/a,n/a,n/a,n/a,n/a,No,n/a,No,No,n/a,n/a,n/a,n/a,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0,n/a,n/a,n/a,No
Paraway Pastoral Company Limited,ELDERS RURAL SERVICES AUSTRALIA LIMITED,n/a,Gregory Downs MMV Soil Carbon Project,ERF189309,Carbon Credits (Carbon Farming Initiative-Estimation of Soil Organic Carbon Sequestration using Measurement and Models) Methodology Determination 2021,https://www.legislation.gov.au/Details/F2021L01696,Agriculture,n/a,This project increases carbon in soil in the agricultural system by re-establishing or rejuvenating a pasture by seeding or pasture cropping and using legume species in cropping or pasture systems.,Re-establishing or rejuvenating a pasture by seeding or pasture cropping; Using legume species in cropping or pasture systems,n/a,23/08/2024,23/08/2024,22/08/2049,Queensland,4830,"2948/SP271811
 
The project is in the Burke local government area.",https://cer.gov.au/sites/default/files/projectFiles/ERF189309.kml,n/a,n/a,n/a,Yes,No,There is no carbon maintenance obligation on this project area,No,Yes,25,n/a,n/a,n/a,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0,n/a,n/a,n/a,No
CARBON FIX PTY LIMITED,n/a,n/a,Seven Hills Environmental Planting Project,ERF189319,Carbon Credits (Carbon Farming Initiative) (Reforestation by Environmental or Mallee Plantings-FullCAM) Methodology Determination 2024,https://www.legislation.gov.au/Details/F2024L01473,Vegetation,n/a,This project establishes permanent plantings of a mix of native tree species on land that was predominantly used for agricultural purposes for at least five years prior to project commencement. The tree species are native to the local area.,Establishing and maintaining a permanent mixed-species environmental planting,n/a,8/03/2024,8/03/2024,7/03/2049,New South Wales,2800,"1/DP234430, 47/DP756881

The project is in the Cabonne local government area.",https://cer.gov.au/sites/default/files/projectFiles/ERF189319.kml,n/a,n/a,n/a,Yes,No,There is no carbon maintenance obligation on this project area,No,Yes,25,n/a,n/a,n/a,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0,n/a,n/a,"16/05/2025 Variation of project method - from Reforestation by Environmental or Mallee Plantings-FullCAM 2014 c2 to Reforestation by Environmental or Mallee Plantings-FullCAM 2024.

16/07/2025 Variation to the project area – areas have been added to the project.",No
CARBON FIX PTY LIMITED,n/a,n/a,Upper Allyn Forestry Project,ERF189320,Carbon Credits (Carbon Farming Initiative-Plantation Forestry) Methodology Determination 2022,https://www.legislation.gov.au/Details/F2022L00047,Vegetation,FullCAM 2016,"This project sequesters carbon by transitioning a plantation forest to a permanent forest, in situations where that plantation is at risk of being converted to non-forested land.",Transitioning of existing plantation forest to a permanent planting,n/a,7/06/2024,7/06/2024,6/06/2049,New South Wales,2311,"19/DP752440, 32/DP752440
 
The project is in the Dungog local government area.",https://cer.gov.au/sites/default/files/projectFiles/ERF189320.kml,https://cer.gov.au/sites/default/files/projectFiles/ERF189320_CEA.zip,n/a,30/06/2024,Yes,No,There is no carbon maintenance obligation on this project area,No,No,25,26/11/2025,25/11/2050,n/a,n/a,1217,1217,0,0,0,0,0,0,0,0,0,0,0,0,0,1217,CARBON FIX PTY LIMITED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n/a,0,n/a,n/a,n/a,No
